"seqnames"	"start"	"end"	"width"	"strand"	"peak"	"feature"	"start_position"	"end_position"	"feature_strand"	"insideFeature"	"distancetoFeature"	"shortestDistance"	"fromOverlappingOrNearest"
"chr22"	22479530	22480465	936	"*"	"0610"	"ENSG00000211642"	22393042	22569659	"+"	"inside"	86956	86488	"shortestDistance"
"chr22"	22536286	22536838	553	"*"	"0611"	"ENSG00000211642"	22393042	22569659	"+"	"inside"	143520	32821	"shortestDistance"
"chr22"	22555815	22556318	504	"*"	"0612"	"ENSG00000211641"	22556057	22556555	"+"	"overlapStart"	9	237	"shortestDistance"
"chr22"	22557627	22558312	686	"*"	"0613"	"ENSG00000211642"	22393042	22569659	"+"	"inside"	164928	11347	"shortestDistance"
"chr22"	22568788	22569644	857	"*"	"0614"	"ENSG00000211642"	22393042	22569659	"+"	"inside"	176174	15	"shortestDistance"
"chr22"	22593809	22594095	287	"*"	"0615"	"ENSG00000169575"	22599087	22599927	"+"	"upstream"	-5135	4992	"shortestDistance"
"chr22"	22611165	22611559	395	"*"	"0616"	"ENSG00000279278"	22618984	22627402	"+"	"upstream"	-7622	7425	"shortestDistance"
"chr22"	22771713	22772077	365	"*"	"0617"	"ENSG00000224144"	22774663	22775647	"+"	"upstream"	-2768	2586	"shortestDistance"
"chr22"	22794937	22795673	737	"*"	"0618"	"ENSG00000230821"	22801024	22802674	"+"	"upstream"	-5719	5351	"shortestDistance"
"chr22"	22922271	22923087	817	"*"	"0619"	"ENSG00000253120"	22922478	22922760	"+"	"includeFeature"	201	207	"shortestDistance"
"chr22"	22947009	22947403	395	"*"	"0620"	"ENSG00000253920"	22946915	22947635	"+"	"inside"	291	94	"shortestDistance"
"chr22"	22951860	22952302	443	"*"	"0621"	"ENSG00000253920"	22946915	22947635	"+"	"downstream"	5166	4225	"shortestDistance"
"chr22"	22958806	22959214	409	"*"	"0622"	"ENSG00000253329"	22961042	22961633	"+"	"upstream"	-2032	1828	"shortestDistance"
"chr22"	22971018	22972264	1247	"*"	"0623"	"ENSG00000215456"	22972536	22978624	"+"	"upstream"	-895	272	"shortestDistance"
"chr22"	22981534	22982437	904	"*"	"0624"	"ENSG00000183169"	22981648	22986944	"-"	"overlapEnd"	4958	114	"shortestDistance"
"chr22"	23003175	23003576	402	"*"	"0625"	"ENSG00000253338"	23003769	23004012	"+"	"upstream"	-393	193	"shortestDistance"
"chr22"	23015976	23017078	1103	"*"	"0626"	"ENSG00000253913"	23015622	23016072	"+"	"overlapEnd"	905	96	"shortestDistance"
"chr22"	23072959	23073869	911	"*"	"0627"	"ENSG00000278667"	23073214	23073579	"-"	"includeFeature"	165	255	"shortestDistance"
"chr22"	23081664	23081819	156	"*"	"0628"	"ENSG00000253152"	23081432	23081675	"+"	"overlapEnd"	310	11	"shortestDistance"
"chr22"	23101275	23101696	422	"*"	"0629"	"ENSG00000211666"	23101189	23101707	"+"	"inside"	297	11	"shortestDistance"
"chr22"	23128143	23129186	1044	"*"	"0630"	"ENSG00000275772"	23128132	23129757	"-"	"inside"	1093	11	"shortestDistance"
"chr22"	23177088	23177570	483	"*"	"0631"	"ENSG00000237127"	23177041	23177293	"+"	"overlapEnd"	288	47	"shortestDistance"
"chr22"	23359201	23359506	306	"*"	"0632"	"ENSG00000223679"	23332865	23350523	"+"	"downstream"	26489	8678	"shortestDistance"
"chr22"	23368717	23368952	236	"*"	"0633"	"ENSG00000223679"	23332865	23350523	"+"	"downstream"	35969	18194	"shortestDistance"
"chr22"	23414054	23414482	429	"*"	"0634"	"ENSG00000128266"	23412705	23467219	"+"	"inside"	1563	1349	"shortestDistance"
"chr22"	23415401	23415884	484	"*"	"0635"	"ENSG00000128266"	23412705	23467219	"+"	"inside"	2937	2696	"shortestDistance"
"chr22"	23425529	23425881	353	"*"	"0636"	"ENSG00000128266"	23412705	23467219	"+"	"inside"	13000	12824	"shortestDistance"
"chr22"	23437251	23437453	203	"*"	"0637"	"ENSG00000128266"	23412705	23467219	"+"	"inside"	24647	24546	"shortestDistance"
"chr22"	23438226	23439817	1592	"*"	"0638"	"ENSG00000128266"	23412705	23467219	"+"	"inside"	26317	25521	"shortestDistance"
"chr22"	23445955	23446986	1032	"*"	"0639"	"ENSG00000128266"	23412705	23467219	"+"	"inside"	33765	20233	"shortestDistance"
"chr22"	23464618	23466038	1421	"*"	"0640"	"ENSG00000100218"	23401593	23484280	"-"	"inside"	18952	18242	"shortestDistance"
"chr22"	23473898	23474296	399	"*"	"0641"	"ENSG00000100218"	23401593	23484280	"-"	"inside"	10183	9984	"shortestDistance"
"chr22"	23475628	23476316	689	"*"	"0642"	"ENSG00000100218"	23401593	23484280	"-"	"inside"	8308	7964	"shortestDistance"
"chr22"	23493946	23494486	541	"*"	"0643"	"ENSG00000100228"	23487513	23506537	"+"	"inside"	6703	6433	"shortestDistance"
"chr22"	23649905	23650043	139	"*"	"0644"	"ENSG00000186716"	23522397	23660224	"+"	"inside"	127577	10181	"shortestDistance"
"chr22"	23651135	23651677	543	"*"	"0645"	"ENSG00000186716"	23522397	23660224	"+"	"inside"	129009	8547	"shortestDistance"
"chr22"	23660386	23660710	325	"*"	"0646"	"ENSG00000186716"	23522397	23660224	"+"	"downstream"	138151	162	"shortestDistance"
"chr22"	25054253	25054389	137	"*"	"0647"	"ENSG00000224124"	25053448	25054732	"-"	"inside"	411	343	"shortestDistance"
"chr22"	37493286	37493636	351	"*"	"0648"	"ENSG00000187045"	37461476	37499693	"-"	"inside"	6232	6057	"shortestDistance"
"chr22"	39280418	39280938	521	"*"	"0649"	"ENSG00000288106"	39282842	39299799	"+"	"upstream"	-2164	1904	"shortestDistance"
"chr22"	46868118	46868127	10	"*"	"0650"	"ENSG00000075275"	46756731	46933067	"-"	"inside"	64945	64940	"shortestDistance"
"chr22"	51124219	51125072	854	"*"	"0651"	"ENSG00000251322"	51113070	51169740	"+"	"inside"	11576	11149	"shortestDistance"
"chr3"	8716660	8716988	329	"*"	"0652"	"ENSG00000215160"	8724629	8735387	"+"	"upstream"	-7805	7641	"shortestDistance"
"chr3"	9753939	9754395	457	"*"	"0653"	"ENSG00000144550"	9745510	9769125	"+"	"inside"	8657	8429	"shortestDistance"
"chr3"	10420106	10420345	240	"*"	"0654"	"ENSG00000157087"	10365707	10547220	"-"	"inside"	126994	54399	"shortestDistance"
"chr3"	11697788	11698479	692	"*"	"0655"	"ENSG00000144560"	11597543	11685389	"-"	"upstream"	-12745	12399	"shortestDistance"
"chr3"	13176656	13177317	662	"*"	"0656"	"ENSG00000144711"	12938542	13114929	"-"	"upstream"	-62057	61727	"shortestDistance"
"chr3"	14861239	14861520	282	"*"	"0657"	"ENSG00000154783"	14860469	14975895	"+"	"inside"	911	770	"shortestDistance"
"chr3"	14932832	14933218	387	"*"	"0658"	"ENSG00000154783"	14860469	14975895	"+"	"inside"	72556	42677	"shortestDistance"
"chr3"	14965058	14965067	10	"*"	"0659"	"ENSG00000225733"	14961854	14989931	"-"	"inside"	24869	3204	"shortestDistance"
"chr3"	15196953	15197267	315	"*"	"0660"	"ENSG00000230524"	15193340	15222468	"-"	"inside"	25358	3613	"shortestDistance"
"chr3"	16554320	16554859	540	"*"	"0661"	"ENSG00000233570"	16566284	16582382	"+"	"upstream"	-11694	11425	"shortestDistance"
"chr3"	32279752	32280037	286	"*"	"0662"	"ENSG00000261572"	32278180	32280070	"-"	"inside"	176	33	"shortestDistance"
"chr3"	32409073	32409288	216	"*"	"0663"	"ENSG00000170293"	32280171	32411813	"+"	"inside"	129009	2525	"shortestDistance"
"chr3"	32662351	32662614	264	"*"	"0664"	"ENSG00000231552"	32662395	32663394	"-"	"overlapEnd"	912	44	"shortestDistance"
"chr3"	32932172	32932528	357	"*"	"0665"	"ENSG00000206557"	32859489	32939316	"+"	"inside"	72861	6788	"shortestDistance"
"chr3"	33259727	33260122	396	"*"	"0666"	"ENSG00000173705"	33191535	33260302	"-"	"inside"	378	180	"shortestDistance"
"chr3"	38376375	38376885	511	"*"	"0667"	"ENSG00000230123"	38366728	38370561	"-"	"upstream"	-6069	5814	"shortestDistance"
"chr3"	39245129	39245436	308	"*"	"0668"	"ENSG00000287995"	39254560	39258076	"-"	"downstream"	12794	9124	"shortestDistance"
"chr3"	39278956	39279008	53	"*"	"0669"	"ENSG00000287958"	39299685	39304843	"+"	"upstream"	-20703	20677	"shortestDistance"
"chr3"	39543795	39544132	338	"*"	"0670"	"ENSG00000285885"	39536328	39544058	"-"	"overlapStart"	94	74	"shortestDistance"
"chr3"	42776661	42776919	259	"*"	"0671"	"ENSG00000173811"	42774067	42786650	"+"	"inside"	2723	2594	"shortestDistance"
"chr3"	42906528	42906818	291	"*"	"0672"	"ENSG00000180432"	42897497	42917390	"-"	"inside"	10717	9031	"shortestDistance"
"chr3"	42915889	42916462	574	"*"	"0673"	"ENSG00000180432"	42897497	42917390	"-"	"inside"	1214	928	"shortestDistance"
"chr3"	42947488	42948086	599	"*"	"0674"	"ENSG00000182983"	42947223	42959133	"+"	"inside"	564	265	"shortestDistance"
"chr3"	43020586	43020843	258	"*"	"0675"	"ENSG00000144649"	43020803	43099207	"+"	"overlapStart"	-89	40	"shortestDistance"
"chr3"	43022077	43022400	324	"*"	"0676"	"ENSG00000144649"	43020803	43099207	"+"	"inside"	1435	1274	"shortestDistance"
"chr3"	44036388	44036670	283	"*"	"0677"	"ENSG00000271192"	44038388	44038935	"+"	"upstream"	-1859	1718	"shortestDistance"
"chr3"	44037506	44038085	580	"*"	"0678"	"ENSG00000271192"	44038388	44038935	"+"	"upstream"	-592	303	"shortestDistance"
"chr3"	46107205	46107403	199	"*"	"0679"	"ENSG00000173578"	46058516	46069234	"-"	"upstream"	-38070	37971	"shortestDistance"
"chr3"	46496692	46497085	394	"*"	"0680"	"ENSG00000012223"	46477136	46506653	"-"	"inside"	9765	9568	"shortestDistance"
"chr3"	46504912	46505830	919	"*"	"0681"	"ENSG00000012223"	46477136	46506653	"-"	"inside"	1282	823	"shortestDistance"
"chr3"	46607348	46607933	586	"*"	"0682"	"ENSG00000163827"	46556875	46607792	"-"	"overlapStart"	152	141	"shortestDistance"
"chr3"	46875342	46875642	301	"*"	"0683"	"ENSG00000178055"	46871894	46875585	"-"	"overlapStart"	93	57	"shortestDistance"
"chr3"	46925588	46926035	448	"*"	"0684"	"ENSG00000160801"	46919211	46945289	"+"	"inside"	6601	6377	"shortestDistance"
"chr3"	73433143	73433249	107	"*"	"0685"	"ENSG00000121440"	73431582	73674092	"-"	"inside"	240896	1561	"shortestDistance"
"chr3"	127068648	127068888	241	"*"	"0686"	"ENSG00000244215"	127041150	127109513	"-"	"inside"	40745	27498	"shortestDistance"
"chr3"	148703697	148703759	63	"*"	"0687"	"ENSG00000241627"	148703655	148705455	"-"	"inside"	1727	42	"shortestDistance"
"chr3"	148704566	148704945	380	"*"	"0688"	"ENSG00000241627"	148703655	148705455	"-"	"inside"	699	510	"shortestDistance"
"chr3"	150543174	150543578	405	"*"	"0689"	"ENSG00000244265"	150479940	150591341	"+"	"inside"	63436	47763	"shortestDistance"
"chr3"	157155666	157156041	376	"*"	"0690"	"ENSG00000163661"	157154639	157161422	"+"	"inside"	1215	1027	"shortestDistance"
"chr3"	167967104	167967667	564	"*"	"0691"	"ENSG00000206120"	167967310	168031945	"+"	"overlapStart"	76	206	"shortestDistance"
"chr3"	169376080	169376534	455	"*"	"0692"	"ENSG00000242795"	169331298	169341739	"-"	"upstream"	-34568	34341	"shortestDistance"
"chr3"	172165507	172166532	1026	"*"	"0693"	"ENSG00000121853"	172162923	172166246	"-"	"overlapStart"	226	286	"shortestDistance"
"chr3"	180546559	180547099	541	"*"	"0694"	"ENSG00000239516"	180545765	180547638	"-"	"inside"	809	539	"shortestDistance"
"chr3"	184118631	184119000	370	"*"	"0695"	"ENSG00000090539"	184097861	184107617	"+"	"downstream"	20955	11014	"shortestDistance"
"chr3"	184243684	184244057	374	"*"	"0696"	"ENSG00000227509"	184222901	184226187	"+"	"downstream"	20969	17497	"shortestDistance"
"chr3"	185911402	185911624	223	"*"	"0697"	"ENSG00000058866"	185864990	186080023	"-"	"inside"	168510	46412	"shortestDistance"
"chr3"	187254572	187254874	303	"*"	"0698"	"ENSG00000228952"	187166633	187167238	"+"	"downstream"	88090	87334	"shortestDistance"
"chr3"	194057199	194057507	309	"*"	"0699"	"ENSG00000178772"	194060497	194072057	"-"	"downstream"	14704	2990	"shortestDistance"
"chr4"	645320	645725	406	"*"	"0700"	"ENSG00000133256"	619373	664571	"+"	"inside"	26149	18846	"shortestDistance"
"chr4"	1254521	1254920	400	"*"	"0701"	"ENSG00000196810"	1243088	1244234	"+"	"downstream"	11632	10287	"shortestDistance"
"chr4"	1255252	1255460	209	"*"	"0702"	"ENSG00000196810"	1243088	1244234	"+"	"downstream"	12268	11018	"shortestDistance"
"chr4"	1391344	1392348	1005	"*"	"0703"	"ENSG00000235608"	1396720	1400119	"-"	"downstream"	8273	4372	"shortestDistance"
"chr4"	1562276	1562575	300	"*"	"0704"	"ENSG00000272783"	1552011	1552299	"+"	"downstream"	10415	9977	"shortestDistance"
"chr4"	1621011	1621100	90	"*"	"0705"	"ENSG00000174137"	1641608	1685988	"-"	"downstream"	64932	20508	"shortestDistance"
"chr4"	3042902	3043212	311	"*"	"0706"	"ENSG00000125388"	2965298	3042487	"+"	"downstream"	77759	415	"shortestDistance"
"chr4"	3259131	3259333	203	"*"	"0707"	"ENSG00000188981"	3246096	3258340	"+"	"downstream"	13136	791	"shortestDistance"
"chr4"	3270969	3271157	189	"*"	"0708"	"ENSG00000188981"	3246096	3258340	"+"	"downstream"	24967	12629	"shortestDistance"
"chr4"	3691897	3692188	292	"*"	"0709"	"ENSG00000250632"	3675320	3679582	"-"	"upstream"	-12460	12315	"shortestDistance"
"chr4"	4228480	4228975	496	"*"	"0710"	"ENSG00000163982"	4190530	4228616	"-"	"overlapStart"	-112	136	"shortestDistance"
"chr4"	4408472	4408744	273	"*"	"0711"	"ENSG00000168824"	4349867	4420785	"+"	"inside"	58741	12041	"shortestDistance"
"chr4"	7483696	7484413	718	"*"	"0712"	"ENSG00000184985"	7194265	7744554	"+"	"inside"	289789	260141	"shortestDistance"
"chr4"	7836908	7837247	340	"*"	"0713"	"ENSG00000196526"	7760441	7874040	"-"	"inside"	36962	36793	"shortestDistance"
"chr4"	8622498	8623177	680	"*"	"0714"	"ENSG00000109625"	8594387	8621486	"+"	"downstream"	28451	1012	"shortestDistance"
"chr4"	8628359	8628743	385	"*"	"0715"	"ENSG00000109625"	8594387	8621486	"+"	"downstream"	34164	6873	"shortestDistance"
"chr4"	8633930	8634188	259	"*"	"0716"	"ENSG00000109625"	8594387	8621486	"+"	"downstream"	39672	12444	"shortestDistance"
"chr4"	13524229	13524503	275	"*"	"0717"	"ENSG00000281202"	13527943	13533041	"-"	"downstream"	8675	3440	"shortestDistance"
"chr4"	15780069	15780507	439	"*"	"0718"	"ENSG00000004468"	15779951	15854855	"+"	"inside"	337	118	"shortestDistance"
"chr4"	17438389	17438418	30	"*"	"0719"	"ENSG00000215278"	17429319	17429897	"-"	"upstream"	-8507	8492	"shortestDistance"
"chr4"	17710941	17711147	207	"*"	"0720"	"ENSG00000047662"	17630929	17783135	"-"	"inside"	72091	71988	"shortestDistance"
"chr4"	25874730	25875065	336	"*"	"0721"	"ENSG00000251009"	25866503	25871172	"-"	"upstream"	-3726	3558	"shortestDistance"
"chr4"	48988231	48988550	320	"*"	"0722"	"ENSG00000109182"	48988292	49064096	"+"	"overlapStart"	98	61	"shortestDistance"
"chr4"	54568751	54569106	356	"*"	"0723"	"ENSG00000249341"	54525375	54603323	"+"	"inside"	43553	34217	"shortestDistance"
"chr4"	55091491	55091768	278	"*"	"0724"	"ENSG00000282278"	54244006	55161439	"+"	"inside"	847624	69671	"shortestDistance"
"chr4"	57458977	57459662	686	"*"	"0725"	"ENSG00000248590"	57459170	57461847	"+"	"overlapStart"	150	193	"shortestDistance"
"chr4"	57521834	57522078	245	"*"	"0726"	"ENSG00000171476"	57514154	57548065	"-"	"inside"	26109	7680	"shortestDistance"
"chr4"	77661583	77662331	749	"*"	"0727"	"ENSG00000233860"	77630006	77723564	"-"	"inside"	61607	31577	"shortestDistance"
"chr4"	78978343	78978653	311	"*"	"0728"	"ENSG00000138759"	78978477	79465423	"+"	"overlapStart"	21	134	"shortestDistance"
"chr4"	81952689	81952912	224	"*"	"0729"	"ENSG00000152785"	81951862	81978786	"+"	"inside"	938	827	"shortestDistance"
"chr4"	82998825	82998886	62	"*"	"0730"	"ENSG00000250826"	83049688	83050809	"+"	"upstream"	-50832	50802	"shortestDistance"
"chr4"	83482708	83482852	145	"*"	"0731"	"ENSG00000249242"	83404323	83483510	"-"	"inside"	730	658	"shortestDistance"
"chr4"	83546436	83546760	325	"*"	"0732"	"ENSG00000231782"	83532127	83542763	"-"	"upstream"	-3835	3673	"shortestDistance"
"chr4"	84255840	84256224	385	"*"	"0733"	"ENSG00000173083"	84213614	84256001	"-"	"overlapStart"	-31	161	"shortestDistance"
"chr4"	87515284	87515456	173	"*"	"0734"	"ENSG00000163629"	87515468	87736310	"+"	"upstream"	-98	12	"shortestDistance"
"chr4"	87515867	87516300	434	"*"	"0735"	"ENSG00000163629"	87515468	87736310	"+"	"inside"	616	399	"shortestDistance"
"chr4"	95679519	95680014	496	"*"	"0736"	"ENSG00000138696"	95679119	96079599	"+"	"inside"	647	400	"shortestDistance"
"chr4"	108746092	108746604	513	"*"	"0737"	"ENSG00000164023"	108745719	108836203	"+"	"inside"	629	373	"shortestDistance"
"chr4"	113278006	113278206	201	"*"	"0738"	"ENSG00000251441"	113277291	113280975	"+"	"inside"	815	715	"shortestDistance"
"chr4"	113627378	113627927	550	"*"	"0739"	"ENSG00000250046"	113614203	113627966	"-"	"inside"	314	39	"shortestDistance"
"chr4"	122301711	122302211	501	"*"	"0740"	"ENSG00000186867"	122250469	122301834	"-"	"overlapStart"	-127	123	"shortestDistance"
"chr4"	122853527	122854024	498	"*"	"0741"	"ENSG00000138741"	122795636	122873215	"-"	"inside"	19439	19191	"shortestDistance"
"chr4"	141419109	141419711	603	"*"	"0742"	"ENSG00000205301"	141363416	141419507	"-"	"overlapStart"	97	204	"shortestDistance"
"chr4"	141543538	141544129	592	"*"	"0743"	"ENSG00000109436"	141541936	141677539	"-"	"inside"	133705	1602	"shortestDistance"
"chr4"	141564334	141565136	803	"*"	"0744"	"ENSG00000249661"	141562994	141566643	"-"	"inside"	1908	1340	"shortestDistance"
"chr4"	152246105	152246532	428	"*"	"0745"	"ENSG00000270265"	152254927	152274376	"-"	"downstream"	28058	8395	"shortestDistance"
"chr4"	153896281	153896805	525	"*"	"0746"	"ENSG00000137460"	153857504	153900838	"+"	"inside"	39039	4033	"shortestDistance"
"chr4"	154216398	154216966	569	"*"	"0747"	"ENSG00000109654"	154074270	154257514	"+"	"inside"	142412	40548	"shortestDistance"
"chr4"	154604809	154605476	668	"*"	"0748"	"ENSG00000137462"	154605417	154626854	"+"	"overlapStart"	-275	59	"shortestDistance"
"chr4"	164264757	164265308	552	"*"	"0749"	"ENSG00000164129"	164265044	164273086	"+"	"overlapStart"	-12	264	"shortestDistance"
"chr4"	170191525	170191993	469	"*"	"0750"	"ENSG00000154447"	170015410	170192107	"-"	"inside"	348	114	"shortestDistance"
"chr5"	91001	91518	518	"*"	"0751"	"ENSG00000153404"	92266	190085	"+"	"upstream"	-1006	748	"shortestDistance"
"chr5"	173481	173956	476	"*"	"0752"	"ENSG00000153404"	92266	190085	"+"	"inside"	81452	16129	"shortestDistance"
"chr5"	557703	558620	918	"*"	"0753"	"ENSG00000264233"	535955	535997	"-"	"upstream"	-22165	21706	"shortestDistance"
"chr5"	594171	594526	356	"*"	"0754"	"ENSG00000249650"	602735	612325	"-"	"downstream"	17977	8209	"shortestDistance"
"chr5"	754276	754591	316	"*"	"0755"	"ENSG00000286094"	716923	767034	"-"	"inside"	12600	12443	"shortestDistance"
"chr5"	787825	788163	339	"*"	"0756"	"ENSG00000206077"	711923	784844	"-"	"upstream"	-3150	2981	"shortestDistance"
"chr5"	846828	847248	421	"*"	"0757"	"ENSG00000028310"	863856	892916	"-"	"downstream"	45878	16608	"shortestDistance"
"chr5"	1170413	1170688	276	"*"	"0758"	"ENSG00000249201"	1173256	1178720	"-"	"downstream"	8170	2568	"shortestDistance"
"chr5"	1218835	1219778	944	"*"	"0759"	"ENSG00000174358"	1201710	1225226	"+"	"inside"	17596	5448	"shortestDistance"
"chr5"	1283187	1285313	2127	"*"	"0760"	"ENSG00000164362"	1253282	1295162	"-"	"inside"	10912	9849	"shortestDistance"
"chr5"	1299909	1300226	318	"*"	"0761"	"ENSG00000164362"	1253282	1295162	"-"	"upstream"	-4906	4747	"shortestDistance"
"chr5"	1781424	1781889	466	"*"	"0762"	"ENSG00000171421"	1798499	1799951	"-"	"downstream"	18295	16610	"shortestDistance"
"chr5"	1787385	1787926	542	"*"	"0763"	"ENSG00000171421"	1798499	1799951	"-"	"downstream"	12295	10573	"shortestDistance"
"chr5"	1926081	1926436	356	"*"	"0764"	"ENSG00000288108"	1931172	1934099	"-"	"downstream"	7841	4736	"shortestDistance"
"chr5"	2111082	2111668	587	"*"	"0765"	"ENSG00000201026"	2184824	2184934	"+"	"upstream"	-73449	73156	"shortestDistance"
"chr5"	2207621	2207762	142	"*"	"0766"	"ENSG00000201026"	2184824	2184934	"+"	"downstream"	22868	22687	"shortestDistance"
"chr5"	6522353	6522660	308	"*"	"0767"	"ENSG00000271230"	6533004	6533313	"-"	"downstream"	10807	10344	"shortestDistance"
"chr5"	6554067	6554450	384	"*"	"0768"	"ENSG00000271230"	6533004	6533313	"-"	"upstream"	-20945	20754	"shortestDistance"
"chr5"	6572498	6572749	252	"*"	"0769"	"ENSG00000250056"	6582251	6588612	"+"	"upstream"	-9627	9502	"shortestDistance"
"chr5"	6701131	6701470	340	"*"	"0770"	"ENSG00000248677"	6686438	6707824	"-"	"inside"	6524	6354	"shortestDistance"
"chr5"	10138966	10139307	342	"*"	"0771"	"ENSG00000249807"	10137250	10138477	"+"	"downstream"	1886	489	"shortestDistance"
"chr5"	10530737	10531059	323	"*"	"0772"	"ENSG00000280017"	10541566	10543304	"+"	"upstream"	-10668	10507	"shortestDistance"
"chr5"	10661320	10661344	25	"*"	"0773"	"ENSG00000251548"	10664607	10665225	"-"	"downstream"	3893	3263	"shortestDistance"
"chr5"	14427362	14427615	254	"*"	"0774"	"ENSG00000038382"	14143451	14510313	"+"	"inside"	284037	82698	"shortestDistance"
"chr5"	14440973	14441337	365	"*"	"0775"	"ENSG00000038382"	14143451	14510313	"+"	"inside"	297704	68976	"shortestDistance"
"chr5"	14483696	14484056	361	"*"	"0776"	"ENSG00000038382"	14143451	14510313	"+"	"inside"	340425	26257	"shortestDistance"
"chr5"	14993629	14993915	287	"*"	"0777"	"ENSG00000286441"	14971018	14993070	"+"	"downstream"	22754	559	"shortestDistance"
"chr5"	16616197	16616608	412	"*"	"0778"	"ENSG00000246214"	16616035	16630078	"+"	"inside"	367	162	"shortestDistance"
"chr5"	31758335	31758509	175	"*"	"0779"	"ENSG00000133401"	31639238	32111038	"+"	"inside"	119184	119097	"shortestDistance"
"chr5"	36584656	36585060	405	"*"	"0780"	"ENSG00000242292"	36588608	36588763	"+"	"upstream"	-3750	3548	"shortestDistance"
"chr5"	37834759	37835178	420	"*"	"0781"	"ENSG00000168621"	37812779	37834924	"-"	"overlapStart"	-44	165	"shortestDistance"
"chr5"	38445902	38446244	343	"*"	"0782"	"ENSG00000164318"	38258511	38464651	"+"	"inside"	187562	18407	"shortestDistance"
"chr5"	42468464	42468799	336	"*"	"0783"	"ENSG00000248873"	42465502	42468970	"-"	"inside"	338	171	"shortestDistance"
"chr5"	67834874	67835035	162	"*"	"0784"	"ENSG00000248359"	67804050	67861342	"-"	"inside"	26388	26307	"shortestDistance"
"chr5"	71959271	71959536	266	"*"	"0785"	"ENSG00000248371"	71869947	71956496	"-"	"upstream"	-2908	2775	"shortestDistance"
"chr5"	72731947	72732031	85	"*"	"0786"	"ENSG00000251493"	72742093	72744602	"-"	"downstream"	12613	10062	"shortestDistance"
"chr5"	76476610	76477131	522	"*"	"0787"	"ENSG00000284762"	76382557	76722949	"+"	"inside"	94313	94053	"shortestDistance"
"chr5"	76684440	76684605	166	"*"	"0788"	"ENSG00000113231"	76506706	76723243	"+"	"inside"	177816	38638	"shortestDistance"
"chr5"	76939043	76939219	177	"*"	"0789"	"ENSG00000171540"	76924537	76935513	"-"	"upstream"	-3618	3530	"shortestDistance"
"chr5"	78407353	78408271	919	"*"	"0790"	"ENSG00000145692"	78407632	78427307	"+"	"overlapStart"	180	279	"shortestDistance"
"chr5"	79330981	79331518	538	"*"	"0791"	"ENSG00000113296"	79331171	79379110	"+"	"overlapStart"	79	190	"shortestDistance"
"chr5"	82767293	82767536	244	"*"	"0792"	"ENSG00000038427"	82767493	82878122	"+"	"overlapStart"	-79	43	"shortestDistance"
"chr5"	83017961	83018221	261	"*"	"0793"	"ENSG00000145681"	82933624	83017432	"-"	"upstream"	-659	529	"shortestDistance"
"chr5"	95768524	95768686	163	"*"	"0794"	"ENSG00000175426"	95726037	95768952	"-"	"inside"	347	266	"shortestDistance"
"chr5"	97912152	97912673	522	"*"	"0795"	"ENSG00000251102"	97912045	97912964	"+"	"inside"	367	107	"shortestDistance"
"chr5"	115298166	115298552	387	"*"	"0796"	"ENSG00000172901"	115298172	115363303	"+"	"overlapStart"	187	6	"shortestDistance"
"chr5"	123857151	123857571	421	"*"	"0797"	"ENSG00000248296"	123828468	123872041	"-"	"inside"	14680	14470	"shortestDistance"
"chr5"	126564630	126565086	457	"*"	"0798"	"ENSG00000283897"	126550851	126565272	"-"	"inside"	414	186	"shortestDistance"
"chr5"	130329601	130329932	332	"*"	"0799"	"ENSG00000250405"	130329946	130331857	"+"	"upstream"	-180	14	"shortestDistance"
"chr5"	131193386	131193748	363	"*"	"0800"	"ENSG00000239642"	131142683	131281356	"-"	"inside"	87789	50703	"shortestDistance"
"chr5"	135326727	135326897	171	"*"	"0801"	"ENSG00000145826"	135257968	135290651	"-"	"upstream"	-36161	36076	"shortestDistance"
"chr5"	140531546	140531739	194	"*"	"0802"	"ENSG00000113211"	140529603	140532868	"+"	"inside"	2039	1129	"shortestDistance"
"chr5"	140720081	140720516	436	"*"	"0803"	"ENSG00000081853"	140718327	140722869	"+"	"inside"	1971	1754	"shortestDistance"
"chr5"	149465258	149465621	364	"*"	"0804"	"ENSG00000182578"	149432854	149492935	"-"	"inside"	27495	27314	"shortestDistance"
"chr5"	150911068	150911378	311	"*"	"0805"	"ENSG00000086570"	150883655	150948505	"-"	"inside"	37282	27413	"shortestDistance"
"chr5"	151012290	151012636	347	"*"	"0806"	"ENSG00000260581"	151031836	151035010	"+"	"upstream"	-19373	19200	"shortestDistance"
"chr5"	158737315	158737757	443	"*"	"0807"	"ENSG00000249738"	158737941	158760190	"+"	"upstream"	-405	184	"shortestDistance"
"chr5"	159400094	159400366	273	"*"	"0808"	"ENSG00000170214"	159343489	159400019	"+"	"downstream"	56741	75	"shortestDistance"
"chr5"	177482611	177482855	245	"*"	"0809"	"ENSG00000218227"	177482605	177483195	"+"	"inside"	128	6	"shortestDistance"
"chr5"	178009727	178009917	191	"*"	"0810"	"ENSG00000050767"	177664619	178017394	"-"	"inside"	7572	7477	"shortestDistance"
"chr5"	178865606	178865781	176	"*"	"0811"	"ENSG00000250674"	178882416	178883096	"+"	"upstream"	-16722	16635	"shortestDistance"
"chr5"	180056430	180056604	175	"*"	"0812"	"ENSG00000037280"	180028506	180076600	"-"	"inside"	20083	19996	"shortestDistance"
